"","x","y"
"1",-8.50644855505379,4.83306223002728
"2",-6.73461332542502,6.64046085512382
"3",-7.45815786143794,7.02124752078817
"4",0.443289154718514,3.18904779345758
"5",8.47703466679377,-1.01994476110121
"6",-4.00929061423085,-7.34194422489963
"7",4.98428086579224,2.39523007319804
"8",-4.06575827084453,9.0989557228022
"9",-1.97337463803706,-1.14688211218891
"10",-2.32717336446512,-1.51735004568764
"11",2.05603859914845,8.38357871918561
"12",3.3559444812272,-7.7719739361055
"13",4.75479901535437,1.55655643011414
"14",-6.57207845164521,4.92376438822248
"15",4.17747270439577,-8.76731722037221
"16",5.90066645028855,5.47669034232968
"17",-7.0862646589012,5.07112421102647
"18",1.11433746482362,-4.20487608877011
"19",5.75224209827866,-6.10783467021975
"20",-6.79043108859332,-1.52572046645219
"21",4.64132579127181,-4.97994513818412
"22",1.38685423411516,3.72574311011704
"23",0.393455531375366,-0.135136200806301
"24",-5.60469148680568,4.67772419320681
"25",-7.44330265260942,2.53447089900874
"26",-0.312132874823874,-0.91432011602592
"27",2.965539724064,-9.71714835344756
"28",6.2612592914229,-9.45630686986988
"29",-3.48746006260626,-5.95904495421564
"30",8.36878935984714,-8.72188423280022
"31",-8.92464293276134,7.78897969190439
"32",-7.13870969335403,1.7394485737168
"33",-5.69032125113154,3.76786963457562
"34",8.86315225427097,-9.88758903655253
"35",9.64129765579855,2.30581697855087
"36",0.253555253584636,-5.34128154584323
"37",5.41552353715815,1.89357480718172
"38",-6.37341077868768,-5.78999043860676
"39",-5.46484499300277,2.75930905270798
"40",0.742649818057544,4.01928119474178
"41",1.5265999447729,-6.48148072286858
"42",-6.65445272334182,7.27079928248713
"43",-2.81914108447381,-7.86071338690817
"44",-2.7391719301886,7.61073006906372
"45",5.34413858662447,0.631822312825534
"46",-9.34978785269777,0.0367913836089429
"47",8.59445158741437,3.98096392742445
"48",-2.77582049155171,-5.80096329478692
"49",-3.47665989531379,5.49638585875073
"50",-4.39754511404317,-2.24281466351385
"51",5.38486597059091,-3.33668976163608
"52",8.19253189503797,6.49437788866635
"53",-8.87439614500181,-7.68175433990109
"54",-7.34874852700159,2.56130916459369
"55",7.91934657721868,8.420997889516
"56",-2.39906869006518,-8.10946222914936
"57",-7.91094711443293,6.42001803113089
"58",-1.38234743400972,-1.79027465328545
"59",-4.59199658063881,-5.70882034968236
"60",0.630964543634036,3.31148834382475
"61",-6.75546057747852,3.56240812168835
"62",3.36620648107782,-8.33736986380245
"63",-6.35564324205916,6.27037486774498
"64",-9.81067940072535,4.83591698819509
"65",3.63471203436347,-5.5104531582765
"66",-6.88960246476199,7.45114712695795
"67",-3.8975201320136,-6.17295182437374
"68",-6.5519467780905,8.71832494140108
"69",-2.36304900608957,5.01965315055713
"70",-3.542676147772,-5.53709967505711
"71",7.47333010818693,-9.74209310861625
"72",-3.73428653856536,-6.55448902572971
"73",7.38774704055686,6.13575849663903
"74",9.77965063419106,-8.56967237541539
"75",1.06202678365662,-7.74122576323862
"76",-6.24361666148616,6.01193706959748
"77",-0.876663426970481,-6.41195942862396
"78",-4.12146250590013,-5.52989352810982
"79",0.667216728434141,2.83886215813254
"80",1.70487720362871,2.03078399164951
"81",-6.74893550185516,-6.05146041001717
"82",0.256294661558059,1.66731228942808
"83",-6.11690235091373,-9.63816834086174
"84",7.4552976045743,6.19090083873743
"85",-7.67839550182543,9.07224697719357
"86",6.62356111977715,-4.07928621498286
"87",8.24614641802327,-8.36751816190372
"88",7.25929360236478,3.0455677592181
"89",-2.88221782848268,4.15826137192198
"90",9.88903591853159,1.2450630670719
"91",8.87156581684394,9.04217844537925
"92",-7.22095458833792,3.42905752844672
"93",-3.82095632059645,2.72728845993697
"94",-6.13303494796128,5.14830030864687
"95",6.46471760544955,-9.12049263166409
"96",4.24869318267156,-9.75687793805264
"97",8.90325916559959,-5.27287737440929
"98",5.36106697771174,-9.30667580807494
"99",7.69437489325355,-4.5432354798686
"100",-7.31087240306806,-4.48389669967582
"101",7.34954023570026,-3.9717674520216
"102",4.84808596535004,-9.59286399953271
"103",-7.57841238442779,8.59985053233686
"104",6.37821593922126,-8.61575784514571
"105",-8.81509515114885,0.393946244184917
"106",-4.33086103075766,-5.38901789946976
"107",-3.32689744500385,-5.70612816471112
"108",8.53982673645078,9.83660135367245
"109",0.63473120197159,3.92403195415682
"110",-1.74075654354965,1.14602517362073
"111",4.14297540621192,-9.72201814154687
"112",-6.29868280921073,2.45908747496287
"113",5.54617548950773,0.831495778329554
"114",7.21357996597362,-4.34920792926277
"115",5.98111842398794,7.15340866667248
"116",-9.30838967982709,2.62437334535207
"117",6.88026430463651,1.15017110547342
"118",-1.90802774341137,2.05285075469874
"119",6.97277998846403,-2.89465670040954
"120",2.36511683728168,1.07560850559821
"121",-0.326695397816366,0.876759820857842
"122",-5.80589667988534,3.53684410507412
"123",-7.04199968629837,-0.695272398588713
"124",-7.39162004796526,6.84773021817819
"125",-7.97248590864911,-2.45071849287342
"126",5.01715786329441,-7.77012656133593
"127",-4.20007119391812,-6.40940538294672
"128",4.68172454362502,6.14473747482407
"129",-7.35363750794932,-0.178584069435601
"130",8.2541311910245,-9.84713568759616
"131",8.42188971852011,-4.67030221549066
"132",1.33076522546617,2.03417441876809
"133",7.97433718347747,6.71966777637863
"134",-2.27337763411924,3.16078196628951
"135",-7.33552761306782,-0.684890736702073
"136",-5.27435295818577,4.10884234082914
"137",-4.55343191388238,-4.49127292198682
"138",3.088944423871,4.46823744568974
"139",9.55577028060361,6.71964637414931
"140",-5.25305269256933,9.17227108751831
"141",-4.50014172049123,3.62781187483051
"142",-2.26856957422569,-9.28980764132575
"143",-8.82321522334678,3.4908677850035
"144",1.25956107229285,-6.05193876912381
"145",1.41396955990786,3.21287979666522
"146",0.622812440778944,-5.48937761690468
"147",-5.3842249211084,-5.76282326539513
"148",9.52385908247379,5.8230535387338
"149",-5.15633761100617,0.211959797270538
"150",2.32622239531338,8.3950431251651
"151",-6.65166606904677,-7.22353210294386
"152",-4.42709168284637,-6.19115440469614
"153",-7.01160909920873,6.24719241968705
"154",-6.25396077186451,-9.16117419470538
"155",-7.65896948825684,-4.25570384151797
"156",-6.6247516941803,7.24040581037116
"157",4.02409590271418,-9.1099903259601
"158",0.298723182750109,1.03992051401292
"159",-6.56043778119056,-1.71052075023908
"160",-5.03797867491812,3.11367226611765
"161",4.83592993939965,8.00719243183266
"162",-0.077924562174303,5.26069913903484
"163",1.02334892188082,4.80701590324315
"164",-6.3525661399035,-2.64648570289864
"165",-7.73328056002356,7.38300042918127
"166",3.71600081140059,-8.09112571252626
"167",2.09576028177253,3.84346498783998
"168",0.852733507344965,2.31984343536169
"169",1.93209812248824,4.14774098066118
"170",0.213434156576113,-6.29305989841669
"171",9.27663521990326,-0.906186187639832
"172",-2.56217083588126,8.67285885506135
"173",-9.7653935204653,2.13251532706636
