x,y
-93.25153674040038,44.94527002716793
-93.25008771369951,44.94408100987007
-93.25228136489672,44.94335873346458
-93.25104791648718,44.94324828799942
-93.25036364508716,44.941562056444894
-93.25244407460195,44.94161230333845
-93.25178412058156,44.942995801986434
-93.25010731709187,44.93991896896315
-93.25027339998107,44.94609710372872
-93.25002615227305,44.94499875025755
-93.25056683553161,44.940603069455314
-93.25085180731726,44.940058196590115
-93.24995212173113,44.94009937683834
-93.2505312875476,44.94320633431535
-93.25176903488786,44.94365941585326
-93.27133835803232,44.941549804057566
-93.27114475607343,44.94657182414829
-93.2741845317105,44.94790295908464
-93.27102642593407,44.947470140222215
-93.27350944378742,44.94287231538353
-93.27050505235322,44.942382637648535
-93.270965718292,44.94434115273184
-93.27348826089087,44.94156529573409
-93.27291885625367,44.948199892299385
-93.27035841643468,44.94548591476397
-93.27266365124561,44.94591885191874
-93.27394025421331,44.94646246223471
-93.27348134078942,44.94545537619475
-93.2745398007853,44.94336008814269
-93.2726478052743,44.94311628606627
-93.25961507285372,44.935308310440206
-93.25959578776992,44.93644816615208
-93.26222574225149,44.93557624618622
-93.26004230016576,44.93616312743223
-93.26170992776282,44.93762742883903
-93.26243197519825,44.93523858437926
-93.2572359309746,44.93649272253535
-93.2552434708916,44.93497152624261
-93.25783918248733,44.93477039405154
-93.25983150495414,44.935563363043656
-93.25969080773675,44.93719283750473
-93.2575084283077,44.93533611391217
-93.25847776476994,44.935788395582655
-93.25776269451066,44.93500402877728
-93.25630351143374,44.9353983852481
-93.25363994075649,44.95782135802121
-93.256044853191,44.95594293614906
-93.25656519582087,44.95906813739765
-93.25602454935249,44.958276973393815
-93.25254597214445,44.95538043990997
-93.2524740582619,44.95818565972483
-93.25525049126713,44.953770525446515
-93.25329210881864,44.9586911396943
-93.2543790199152,44.954646495961924
-93.25601771026288,44.958610416528224
-93.25438732229101,44.95620275410176
-93.2531020498689,44.95655884589714
-93.25521824796913,44.95902588889244
-93.25654185838542,44.95744273460319
-93.25507891699259,44.956220046646294
-93.25337011973906,44.95197000432486
-93.25470899364146,44.95360514253061
-93.2540438954847,44.95249137492358
-93.25347524979843,44.95298649597925
-93.25299859033872,44.95338595097833
-93.25683932369897,44.94875671350264
-93.25644348464218,44.95303093890516
-93.2552516133928,44.95168064355975
-93.25524395431061,44.95105941133369
-93.25545794369533,44.95153977706866
-93.2543396561931,44.94938445009227
-93.25738807677102,44.95089200178107
-93.256439874446,44.95137639441478
-93.25285889012383,44.95057786845867
-93.2530969025011,44.95063528987702
-93.26941369914097,44.946396667917035
-93.26775194895805,44.941499077492914
-93.27026821595197,44.9473035037185
-93.26678457668756,44.946565332615805
-93.26961415776145,44.94595285028934
-93.26888214781438,44.94685170687061
-93.27009967701613,44.94165395697282
-93.26855570630386,44.94625365383987
-93.26967884482372,44.94474906474297
-93.26758006234782,44.94766717135083
-93.27010290759192,44.941573176629724
-93.26710974560294,44.944770915550734
-93.27018883751143,44.94455972470335
-93.26785320149317,44.94401313696487
-93.26756393347159,44.94658027040002
-93.259025159308635,44.93979453091169
-93.2578320261097,44.943111611990524
-93.25947649043317,44.94148675869667
-93.25632731821953,44.940934213126866
-93.25250323726524,44.943249842526775
-93.25911714112272,44.94124667558244
-93.25395112377207,44.94628468645641
-93.25255009987795,44.94047997385559
-93.25972372053982,44.939682613295126
-93.25358744411128,44.940726409221725
-93.2572512556724,44.943213209074045
-93.25490443641559,44.944814059876414
-93.25685778561622,44.94070903843356
-93.25785028833464,44.94640709288923
-93.25516547743362,44.939908986832144
-93.23903994547865,44.93889008155061
-93.23240476620931,44.93963846707117
-93.23633647112756,44.94116746333228
-93.24081126388283,44.93846880618905
-93.23525846125861,44.93999150840935
-93.24183071161015,44.93911106648839
-93.2415195678426,44.93923002999599
-93.23551282942613,44.93993245936486
-93.23321429546846,44.940138813136365
-93.2418749890981,44.93972400321029
-93.2355945923081,44.93842951377892
-93.2349624162218,44.94006130565762
-93.23752879780632,44.94021894073201
-93.24213075047543,44.9407209494679
-93.24045771540578,44.93778635896156
-93.27386330939363,44.938449697397424
-93.2692408746158,44.94104994786467
-93.27165727097263,44.937772100811415
-93.26880413321044,44.93837679600166
-93.26890121367042,44.9391523934021
-93.27208388068253,44.939566927596644
-93.27391300031955,44.94102890209811
-93.27280577640491,44.93776004654493
-93.27300407622553,44.938436052833026
-93.26992736787857,44.93964945087608
-93.27270349180817,44.93997230538938
-93.26986569738288,44.93999956491157
-93.27091597266204,44.93977869230747
-93.27258628324766,44.93816967672624
-93.27214042142526,44.93921328836784
-93.24978501037508,44.93484962158323
-93.24999904565458,44.93434028638667
-93.2498655594853,44.93772999751659
-93.24881770990582,44.93621520768921
-93.25054281424165,44.93739512003073
-93.24899015118643,44.93636993229443
-93.24982297054602,44.93767721626764
-93.24954025941823,44.93689355657777
-93.25287575920014,44.9368334921231
-93.25228545092169,44.93632170493362
-93.25110544123062,44.9369025968121
-93.24782868866468,44.93588550028126
-93.2510710502821,44.93631019911991
-93.25169255231255,44.9350994687839
-93.25189403165633,44.937712018719516
-93.26053137339116,44.958120271096746
-93.26194713734725,44.95760861127698
-93.25877701712288,44.9547685264132
-93.26025043825832,44.95776990250481
-93.26080489744952,44.95863289997318
-93.25873278448331,44.956508286409345
-93.2592861109881,44.95395548089397
-93.25967383185913,44.95728823542787
-93.25932436387853,44.959109001211786
-93.25812772726108,44.954173075176804
-93.25949221593787,44.95556392048453
-93.2602390960173,44.95678931466045
-93.26223821285392,44.957625927800436
-93.26110506283426,44.958276272742715
-93.26017320114379,44.95749783981577
-93.24624720098669,44.93899044671659
-93.24570404168558,44.94104927149789
-93.24519687377571,44.940780829541055
-93.24723549022389,44.94006406881057
-93.24434419341522,44.938551366060246
-93.24227597981893,44.93841488171378
-93.24294099295419,44.93987758869016
-93.24588507760733,44.93829253899996
-93.2440120341319,44.93985747075286
-93.24470855955491,44.938066229810815
-93.24241260803754,44.93936563762288
-93.24700870359239,44.94066844841957
-93.24656841828981,44.938798115670686
-93.24598829084536,44.93956587302369
-93.2432070118071,44.93842976212502
-93.24387672402149,44.942126210450304
-93.24320525742993,44.94452801201758
-93.24500820197773,44.945100689918156
-93.24457681761957,44.94461208818964
-93.2435967342859,44.94615610928624
-93.24453401930674,44.94408559969507
-93.24400692285079,44.94462857894972
-93.24667720003558,44.94467582758631
-93.24417240845145,44.94799222621666
-93.24393603438511,44.945865106846824
-93.24474965030721,44.94627128176733
-93.2465999626285,44.9430809023193
-93.24549651982267,44.94759599042635
-93.24283471965074,44.94819054162661
-93.24513481554952,44.948221463847965
-93.24962302129933,44.94240030754004
-93.24987635006795,44.94599825679481
-93.24876442348692,44.9455056671116
-93.24932055394667,44.94748682735861
-93.24766401182339,44.94397061508185
-93.24956453635782,44.94265761031751
-93.24828182451527,44.94393219720668
-93.24923529404215,44.945441103952135
-93.24780194617209,44.944486577596976
-93.24949902729297,44.94756943135756
-93.24797522171455,44.944203754463246
-93.24874596624683,44.94804778131369
-93.24949355722016,44.94812946035953
-93.24943624217066,44.9479074937869
-93.24877626367484,44.948189093394454
-93.24042687827047,44.94549996058536
-93.23847164265418,44.946241210250456
-93.23687264708278,44.94570443301276
-93.23886617184708,44.94320173155812
-93.2362366008964,44.94170004786526
-93.24145470068514,44.94716801681712
-93.2420380950831,44.945859412360974
-93.24033526697828,44.94236492576405
-93.24135869762137,44.945486770650575
-93.23768514745967,44.94195637156579
-93.23599727142562,44.943327159847705
-93.23834583462025,44.94486992362229
-93.2394617714474,44.94821974987235
-93.2390291688369,44.94135097243986
-93.23679387047234,44.94608469713645
-93.23314966673034,44.944764664235734
-93.23343073423277,44.94444218724479
-93.23630275912173,44.94605482799745
-93.23418260025076,44.94584556095576
-93.23421923292466,44.94576734722255
-93.23018763482128,44.94254578400748
-93.23109416550822,44.946100628204775
-93.23143875001799,44.94672505554986
-93.2312115720202,44.94734551990403
-93.23188531110404,44.9438059012077
-93.23098297975737,44.94222249957721
-93.23448529338084,44.94323025500849
-93.23033815972451,44.94807203898591
-93.23490452746465,44.94831371259894
-93.23468443200645,44.944715474090614
-93.24212081313948,44.95023668566138
-93.25036217548875,44.94963502008274
-93.24945040431062,44.94999878332236
-93.24900374722668,44.95160624025763
-93.24335451340119,44.94891813992812
-93.25117911619478,44.950445741547014
-93.25193618236796,44.95124826047253
-93.25146406929433,44.95019082182658
-93.25000327296418,44.95181668372425
-93.24881894015928,44.94989225155948
-93.24510500219576,44.950200698099685
-93.24804850522543,44.948746691065764
-93.24148757369342,44.951055385583665
-93.24589727444447,44.94843691351366
-93.24336167863072,44.95032951682373
-93.26395771808465,44.94591382622441
-93.26480972778532,44.94636594952841
-93.26483850099207,44.94372451981625
-93.26498308799843,44.944683475521096
-93.2641598893114,44.94435260501643
-93.26504408124408,44.947405481433385
-93.265501544448,44.94803468567791
-93.26419429887186,44.9416501431309
-93.2663820162524,44.94679718304894
-93.2637915572672,44.946577933842114
-93.26632014370833,44.94181517677117
-93.26552766087595,44.94405712559428
-93.26437945920306,44.942366287319544
-93.26288068957767,44.947640316348526
-93.26408471202718,44.94287477248722
-93.25966618124518,44.93778691129413
-93.26060877981294,44.937883838468515
-93.26067428129724,44.939462495156
-93.25685942654324,44.9388829433673
-93.25604731494323,44.93937804851473
-93.2552105385818,44.936121148320794
-93.25959854289299,44.93831844591591
