"x","y"
-93.2490674102564,44.9875898337172
-93.2526581696652,44.9820814386856
-93.2561751799049,44.9843854300592
-93.2482121493797,44.9848974920338
-93.2500820729641,44.9877813905032
-93.255460431718,44.982944797915
-93.2493730907546,44.9890064323455
-93.2480981152016,44.9941563771821
-93.2479328404876,44.9929121909414
-93.2491550804375,44.990202475708
-93.2557187842513,44.9850062448859
-93.2535203184232,44.981674465948
-93.2530529053443,44.9859332047852
-93.2497388673112,44.9845106000531
-93.253808074196,44.9851566964167
-93.2470112343239,44.990330538011
-93.2508773610484,44.9853746639059
-93.2479463600386,44.9852284638471
-93.247285789497,44.9905442785107
-93.2511053218025,44.9914758989344
-93.253000541198,44.9819404591363
-93.2515387428545,44.9850179353645
-93.2511294836488,44.9904096690859
-93.2495993366479,44.9878769432698
-93.292159150362,44.9790176108065
-93.3095311883203,44.9779310730209
-93.3043071798922,44.9775231562917
-93.309297375928,44.983906371293
-93.2911878610103,44.9798968046079
-93.3057511916089,44.9804181681115
-93.3009978148894,44.9818879084544
-93.3001163804301,44.9824144614341
-93.2981249642646,44.981434727354
-93.3065851267445,44.9836654893368
-93.293341206284,44.9800199916942
-93.3038314088273,44.9829599585975
-93.3137881130618,44.9838900233825
-93.3012351505643,44.9797856630584
-93.3111201655901,44.9793606858018
-93.2987637604633,44.9789958522347
-93.3043196449097,44.9789682150522
-93.3170783818172,44.9818857153686
-93.2901300236912,44.978478432682
-93.2997068273008,44.9775057093653
-93.3019071866804,44.9783068614384
-93.3025273508853,44.9840826438854
-93.311861051904,44.982127722144
-93.2960007730848,44.9779007986751
-93.3095790993223,44.9792189140072
-93.2947837120723,44.9773710751915
-93.3088396777519,44.9818292259817
-93.2985165994718,44.9832724445217
-93.3004604377279,44.9833397781956
-93.3071064727195,44.9836175258299
-93.3109760285786,44.9832785040394
-93.2937290993939,44.9779716492218
-93.2969384328337,44.9832311138532
-93.3158118442346,44.9834572870673
-93.302117978186,44.9764192391473
-93.2887918569463,44.9787595286241
-93.3125648557455,44.9799310945132
-93.3163378368597,44.981641717874
-93.3015192646866,44.9825863484548
-93.2991177213701,44.981523300208
-93.276744856521,44.9762137297029
-93.2678534355189,44.9737266893492
-93.2689734087932,44.972161367356
-93.2741988594261,44.9720067847193
-93.2693270961306,44.9723597013007
-93.277325461438,44.9779490896499
-93.2726267902069,44.9751187220905
-93.2709282791132,44.9745368037668
-93.2699945761107,44.9715937749978
-93.27882245089,44.9785602480128
-93.2693543163961,44.972819277792
-93.277657020483,44.9740036695255
-93.2783367866297,44.9728415267581
-93.2811967804595,44.977405924435
-93.2691708391658,44.971211142354
-93.2675048766498,44.9737610460593
-93.2752448913385,44.9729383843499
-93.2709863580908,44.9757703674662
-93.2772448284124,44.9754227661976
-93.2685600941032,44.9717775758497
-93.2715376342695,44.9710641337322
-93.2713231443646,44.9753363091024
-93.2714749923856,44.9723929489137
-93.2795338791521,44.9743414070653
-93.301586476787,44.9753876173903
-93.3162857291438,44.9674754140721
-93.2961497068382,44.973341862668
-93.3276891521185,44.9673821862829
-93.3284752394898,44.966879944552
-93.3191489103535,44.968405454395
-93.3015442679715,44.9700997864032
-93.3224834298211,44.9720318102846
-93.3280801632844,44.9597351234341
-93.326061671942,44.9647087987322
-93.3284531198946,44.9614883477128
-93.3108162185726,44.9739893276785
-93.3163471930032,44.9668343501345
-93.3167094626185,44.9770276058453
-93.3011074216396,44.9710793480132
-93.3177322538873,44.9754796001489
-93.3161576525771,44.973402917032
-93.3087063542651,44.9743264462869
-93.3204943895928,44.9680602919662
-93.3277150037088,44.9696505323762
-93.3094766847363,44.9740017280559
-93.3153044622151,44.9690709576626
-93.3124329800626,44.9717420384757
-93.3286229959227,44.9705483905886
